Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Summary Score,SNP,Sanction Deduction
2015,H1417,MA-PD,Local CCP,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,4.5,No,No
2015,H1418,MA-PD,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,4.5,No,No
2015,H1419,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH,  INC. (PA)",Aetna Inc.,3,No,No
2015,H1444,MA-PD,Local CCP,Total Medicare Plus,"TOTAL HEALTH CARE, INC.","Total Health Care, Inc.",Not enough data available,Yes,No
2015,H1463,MA-PD,Local CCP,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,4,No,No
2015,H1468,MA-PD,Local CCP,"Humana Benefit Plan of Illinois, Inc.","HUMANA BENEFIT PLAN OF ILLINOIS, INC.",Humana Inc.,5,No,No
2015,H1509,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,No,No
2015,H1510,MA-PD,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,4.5,No,No
2015,H1517,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",2.5,No,No
2015,H1537,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,"UnitedHealth Group, Inc.",4,No,No
2015,H1587,MA-PD,Local CCP,Tribute Health Plan of Arkansas,"ARKANSAS SUPERIOR SELECT, INC.","Select Founders, LLC",Plan too new to be measured,Yes,No
2015,H1595,MA-PD,Local CCP,HealthPlus,HEALTHPLUS INSURANCE COMPANY,HealthPlus of Michigan,4,No,No
2015,H1607,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",3.5,No,No
2015,H1608,MA-PD,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,4.5,No,No
2015,H1609,MA-PD,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF IOWA, INC.",Aetna Inc.,4.5,No,No
2015,H1651,MA-PD,1876 Cost,"Medical Associates Health Plan, Inc.","MEDICAL ASSOCIATES HEALTH PLAN, INC.","Medical Associates Clinic, P.C.",Not Applicable,No,No
2015,H1659,MA-PD,Local CCP,Piedmont Medicare Advantage,"PIEDMONT COMMUNITY HEALTHCARE, INC.",Piedmont Community Health Plan,3,No,No
2015,H1660,MA-PD,Local CCP,"Harvard Pilgrim Health Care, Inc.",HARVARD PILGRIM HEALTH CARE INC.,"Harvard Pilgrim Health Care, Inc.",Not enough data available,No,No
2015,H1666,MA-PD,Local CCP,Blue Cross Blue Shield of Texas,HCSC INSURANCE SERVICES COMPANY,Health Care Service Corporation,3,No,No
2015,H1692,MA-PD,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Aetna Inc.,Not enough data available,No,No
2015,H1716,MA-PD,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,4,No,No
2015,H1717,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Not enough data available,Yes,No
2015,H1723,MA-PD,Demo,Absolute Total Care,"ABSOLUTE TOTAL CARE, INC.",Centene Corporation,Plan too new to be measured,No,No
2015,H1737,MA-PD,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medical Plans,Not enough data available,No,No
2015,H1777,MA-PD,Local CCP,ArchCare Advantage,"CATHOLIC SPECIAL NEEDS PLAN, LLC",Catholic Health Care System,3.5,Yes,No
2015,H1846,MA-PD,Local CCP,MediGold,MOUNT CARMEL HEALTH INSURANCE COMPANY,CHE Trinity Health,4,No,No
2015,H1849,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.","WellPoint, Inc.",3,Yes,No
2015,H1894,MA-PD,Local CCP,AMERIGROUP,"AMERIGROUP WASHINGTON, INC.","WellPoint, Inc.",Not enough data available,Yes,No
2015,H1903,MA-PD,Local CCP,WellCare,"WELLCARE OF LOUISIANA, INC.","WellCare Health Plans, Inc.",3,Yes,No
2015,H1906,MA-PD,PFFS,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,4,No,No
2015,H1916,MA-PD,Demo,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",Plan too new to be measured,No,No
2015,H1944,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",4,No,No
2015,H1951,MA-PD,Local CCP,"Humana Health Benefit Plan of Louisiana, Inc.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,4,Yes,No
2015,H1961,MA-PD,Local CCP,Peoples Health,"PEOPLES HEALTH, INC.","PH Holdings, LLC",3.5,Yes,No
2015,H1969,MA-PD,Local CCP,Regence BlueShield of Idaho,REGENCE BLUE SHIELD OF IDAHO,"Cambia Health Solutions, Inc.",Plan too new to be measured,No,No
2015,H1977,MA-PD,Demo,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,Plan too new to be measured,No,No
2015,H1994,MA-PD,Local CCP,SelectHealth,"SELECTHEALTH, INC.","Intermountain Health Care, Inc.",3.5,No,No
2015,H1997,MA-PD,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",Not enough data available,No,No
2015,H2001,MA-PD,Local CCP,UnitedHealthcare,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",4,No,No
2015,H2005,MA-PD,Demo,Fallon Total Care or Fallon Health,"FALLON TOTAL CARE, INC.",Fallon Community Health Plan,Not enough data available,No,No
2015,H2012,MA-PD,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,4.5,Yes,No
2015,H2029,MA-PD,Local CCP,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",Humana Inc.,3,No,No
2015,H2034,MA-PD,Local CCP,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.","Community Care, Inc.",3.5,Yes,No
2015,H2108,MA-PD,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH MID-ATLANTIC, INC.",CIGNA,3,Yes,No
2015,H2111,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2.5,Yes,No
2015,H2112,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,3.5,No,No
2015,H2150,MA-PD,1876 Cost,Kaiser Permanente,KAISER FNDN HP OF THE MID-ATLANTIC STS,"Kaiser Foundation Health Plan, Inc.",4.5,No,No
2015,H2161,MA-PD,Local CCP,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,2.5,Yes,No
2015,H2165,MA-PD,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,3,Yes,No
2015,H2171,MA-PD,Local CCP,Care N' Care Insurance Company,"CARE N' CARE INSURANCE COMPANY, INC.",North Texas Specialty Physicians,Plan too new to be measured,No,No
2015,H2174,MA-PD,Local CCP,Trillium Advantage,TRILLIUM COMMUNITY HEALTH PLAN,"Agate Resources,  Inc.",3.5,Yes,No
2015,H2224,MA-PD,Local CCP,Senior Whole Health,"SENIOR WHOLE HEALTH, LLC","SWH Holdings, Inc.",3,Yes,No
2015,H2225,MA-PD,Local CCP,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",4,Yes,No
2015,H2226,MA-PD,Local CCP,UnitedHealthcare Community Plan,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,Yes,No
2015,H2228,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",4.5,Yes,No
2015,H2230,MA-PD,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",5,No,No
2015,H2237,MA-PD,Local CCP,iCare,"INDEPENDENT CARE HEALTH PLAN, INC.",Independent Care Health Plan Inc.,3.5,Yes,No
2015,H2241,MA-PD,Local CCP,Golden State Medicare Health Plan,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,3.5,No,No
2015,H2256,MA-PD,Local CCP,Tufts Health Plan or Tufts Medicare Preferred,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,"Tufts Associated HMO, Inc.",4.5,Yes,No
2015,H2261,MA-PD,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",4,No,No
2015,H2312,MA-PD,Local CCP,HAP Senior Plus,HEALTH ALLIANCE PLAN OF MICHIGAN,Henry Ford Health System,4.5,No,No
2015,H2320,MA-PD,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,4,No,No
2015,H2322,MA-PD,Local CCP,Alliance Medicare PPO,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Henry Ford Health System,3.5,No,No
2015,H2323,MA-PD,Local CCP,Fidelis SecureCare Of Michigan,FIDELIS SECURECARE OF MICHIGAN,"Fidelis SeniorCare, Inc.",2.5,Yes,No
2015,H2354,MA-PD,Local CCP,HealthPlus of Michigan,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,4,Yes,No
2015,H2406,MA-PD,Local CCP,UnitedHealthcare,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",4,Yes,No
2015,H2411,MA-PD,Local CCP,Fallon Health,FALLON COMMUNITY HEALTH PLAN,Fallon Community Health Plan,Not enough data available,No,No
2015,H2416,MA-PD,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Central County-Based Purchasing Initiati,4,Yes,No
2015,H2417,MA-PD,Local CCP,Itasca Medical Care/IMCare Classic,ITASCA MEDICAL CARE,Itasca County Health & Human Services,4,Yes,No
2015,H2419,MA-PD,Local CCP,South Country Health Alliance,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,3.5,Yes,No
2015,H2422,MA-PD,Local CCP,HealthPartners,"HEALTHPARTNERS, INC.","HealthPartners, Inc.",4,Yes,No
2015,H2425,MA-PD,Local CCP,Blue Plus,BLUE PLUS,Blue Cross and Blue Shield of Minnesota,3.5,Yes,No
2015,H2450,MA-PD,1876 Cost,Medica Insurance Company,MEDICA INSURANCE COMPANY,Medica Holding Company,5,No,No
2015,H2456,MA-PD,Local CCP,UCare,UCARE MINNESOTA,UCare Minnesota,3.5,Yes,No
2015,H2458,MA-PD,Local CCP,Medica Health Plans,MEDICA HEALTH PLANS,Medica Holding Company,4,Yes,No
2015,H2459,MA-PD,Local CCP,UCare,UCARE MINNESOTA,UCare Minnesota,4.5,No,No
2015,H2461,MA-PD,1876 Cost,Blue Cross and Blue Shield of Minnesota,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Not enough data available,No,No
2015,H2462,MA-PD,1876 Cost,HealthPartners,"GROUP HEALTH PLAN, INC. (MN)","HealthPartners, Inc.",5,No,No
2015,H2470,MA-PD,Local CCP,"Total Aging in Place Program, Inc","TOTAL AGING IN PLACE PROGRAM, INC.",Fallon Community Health Plan,Plan too new to be measured,Yes,No
2015,H2486,MA-PD,Local CCP,"Humana Medical Plan of Utah, Inc.","HUMANA MEDICAL PLAN OF UTAH, INC.",Humana Inc.,3.5,No,No
2015,H2491,MA-PD,Local CCP,'Ohana Health Plan,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare Health Plans, Inc.",3.5,Yes,No
2015,H2506,MA-PD,Demo,Aetna Better Health Premier Plan,"AETNA BETTER HEALTH, INC. (IL)",Aetna Inc.,Plan too new to be measured,No,No
2015,H2531,MA-PD,Demo,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.","UnitedHealth Group, Inc.",Plan too new to be measured,No,No
2015,H2533,MA-PD,Demo,Molina Healthcare of South Carolina,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2015,H2563,MA-PD,Local CCP,Optima Health Plan,OPTIMA HEALTH PLAN,Sentara Health Care (SHC),Not enough data available,No,No
2015,H2591,MA-PD,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medical Plans,Plan too new to be measured,No,No
2015,H2593,MA-PD,Local CCP,"CareMore Health Plan of Arizona, Inc.","CAREMORE HEALTH PLAN OF ARIZONA, INC.","WellPoint, Inc.",4,Yes,No
2015,H2610,MA-PD,Local CCP,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",Essence Group Holdings Corporation,5,No,No
2015,H2611,MA-PD,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,4,No,No
2015,H2649,MA-PD,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,4,Yes,No
2015,H2654,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealth Group, Inc.",4,No,No
2015,H2663,MA-PD,Local CCP,"Coventry Health Care of Missouri, Inc.","COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,4.5,Yes,No
2015,H2667,MA-PD,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,4,No,No
2015,H2672,MA-PD,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF KANSAS, INC.",Aetna Inc.,3.5,No,No
2015,H2676,MA-PD,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,3.5,No,No
2015,H2701,MA-PD,Local CCP,New West Health Services,NEW WEST HEALTH SERVICES,New West Health Services,5,No,No
2015,H2751,MA-PD,Demo,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",Plan too new to be measured,No,No
2015,H2758,MA-PD,Local CCP,"BeHealthy America, Inc.","BEHEALTHY AMERICA, INC.","BHSA Investors, LLC",Not enough data available,No,No
2015,H2773,MA-PD,Local CCP,QUALITY HEALTH PLANS,"QUALITY HEALTH PLANS OF NEW YORK, INC.","QHP Financial Group, Inc.",Not enough data available,Yes,No
2015,H2775,MA-PD,Local CCP,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,4,No,No
2015,H2792,MA-PD,MSA,Geisinger Gold,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Health System,Not Applicable,No,No
2015,H2802,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","UnitedHealth Group, Inc.",3.5,No,No
2015,H2810,MA-PD,Local CCP,"Group Health Options, Inc.",GROUP HEALTH OPTIONS,Group Health Cooperative,3.5,No,No
2015,H2816,MA-PD,PFFS,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,4.5,No,No
2015,H2836,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC.","WellPoint, Inc.",3.5,No,No
2015,H2879,MA-PD,Local CCP,Molina Healthcare of Wisconsin,MOLINA HEALTHCARE OF WISCONSIN,"Molina Healthcare, Inc.,",Not enough data available,Yes,No
2015,H2905,MA-PD,Local CCP,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",3,No,No
2015,H2906,MA-PD,Local CCP,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,3.5,No,No
2015,H2926,MA-PD,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Central County-Based Purchasing Initiati,Not enough data available,Yes,No
2015,H2931,MA-PD,Local CCP,"Health Plan of Nevada, Inc.","HEALTH PLAN OF NEVADA, INC.","UnitedHealth Group, Inc.",4.5,No,No
2015,H2944,MA-PD,PFFS,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,3.5,No,No
2015,H2949,MA-PD,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,4.5,Yes,No
2015,H2960,MA-PD,Local CCP,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,3.5,No,No
2015,H2962,MA-PD,Local CCP,Ultimate Health Plans,"ULTIMATE HEALTH PLANS, INC.","ULTIMATE HEALTH PLAN, INC.",3.5,No,No
2015,H2968,MA-PD,Local CCP,Memorial Hermann Health Insurance Company,MEMORIAL HERMANN HEALTH PLAN,Memorial Hermann Healthcare System,Plan too new to be measured,No,No
2015,H2986,MA-PD,Local CCP,University Health Care Advantage,UNIVERSITY HEALTHCARE ADVANTAGE,Stanford Hospital and Clinics,Plan too new to be measured,No,No
2015,H3018,MA-PD,Demo,Centers Plan for Healthy Living,"CENTERS PLAN FOR HEALTHY LIVING, LLC","Centers Plan for Healthy Living, LLC",Plan too new to be measured,No,No
2015,H3054,MA-PD,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Not enough data available,Yes,No
2015,H3067,MA-PD,Demo,Virginia Premier CompleteCare,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Cwlth University Hlth System Authority,Plan too new to be measured,No,No
2015,H3071,MA-PD,Local CCP,"Community Care Alliance of Illinois, NFP","COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP",Family Health Network,Not enough data available,Yes,No
2015,H3107,MA-PD,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",3.5,No,No
2015,H3113,MA-PD,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",3.5,Yes,No
2015,H3129,MA-PD,Demo,"North Shore-LIJ Health Plan, Inc.","NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LI Jewish Health System, Inc.",Plan too new to be measured,No,No
2015,H3132,MA-PD,Local CCP,AHF,"AHF MCO OF FLORIDA, INC.",AIDS Healthcare Foundation,3.5,Yes,No
2015,H3152,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NJ)",Aetna Inc.,4,No,No
2015,H3154,MA-PD,Local CCP,Horizon Blue Cross Blue Shield of New Jersey,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Healthcare Services, Inc.",3,No,No
2015,H3156,MA-PD,Local CCP,AmeriHealth 65 Preferred HMO,"AMERIHEALTH HMO, INC.",Independence Blue Cross,3.5,No,No
2015,H3204,MA-PD,Local CCP,Presbyterian Senior Care (HMO),PRESBYTERIAN HEALTH PLAN,Presbyterian Healthcare Services,4,No,No
2015,H3206,MA-PD,Local CCP,Presbyterian MediCare PPO,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian Healthcare Services,4.5,No,No
2015,H3209,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3,Yes,No
2015,H3233,MA-PD,Local CCP,Premier Health Plan,PREMIER HEALTH INSURING CORPORATION,Premier Health Partners,Plan too new to be measured,Yes,No
2015,H3237,MA-PD,Demo,Health Net Cal MediConnect Medicare Medicaid Plan,"HEALTH NET COMMUNITY SOLUTIONS, INC.","Health Net, Inc.",Plan too new to be measured,No,No
2015,H3240,MA-PD,Local CCP,Amerigroup Community Care,"AMERIGROUP NEW JERSEY, INC.","WellPoint, Inc.",3.5,Yes,No
2015,H3251,MA-PD,Local CCP,Lovelace Medicare Plan provided by BCBSNM,HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,4,No,No
2015,H3259,MA-PD,Local CCP,BlueCare Plus Tennessee,VOLUNTEER STATE HEALTH PLAN,BlueCross BlueShield of Tennessee,Not enough data available,Yes,No
2015,H3305,MA-PD,Local CCP,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",4.5,No,No
2015,H3307,MA-PD,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NY), INC.","UnitedHealth Group, Inc.",3.5,No,No
2015,H3312,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NY)",Aetna Inc.,3.5,No,No
2015,H3314,MA-PD,1876 Cost,HIP Health Plan of Greater New York,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",Not Applicable,No,No
2015,H3327,MA-PD,Local CCP,Touchstone Health,"TOUCHSTONE HEALTH HMO, INC.","Touchstone Health Partnership, Inc",3.5,Yes,No
2015,H3328,MA-PD,Local CCP,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",3.5,Yes,No
2015,H3330,MA-PD,Local CCP,EmblemHealth Medicare HMO,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",3,Yes,No
2015,H3335,MA-PD,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",4,No,No
2015,H3337,MA-PD,Local CCP,Liberty Health Advantage,"LIBERTY HEALTH ADVANTAGE, INC.","Liberty Health Advantage, Inc.",2.5,Yes,No
2015,H3342,MA-PD,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE ASSURANCE, INC.","WellPoint, Inc.",3.5,No,No
2015,H3344,MA-PD,Local CCP,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,"Independent Health Association, Inc.",4,No,No
2015,H3347,MA-PD,Local CCP,Elderplan,"ELDERPLAN, INC.","Elderplan, Inc.",3,Yes,No
2015,H3351,MA-PD,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",4,No,No
2015,H3359,MA-PD,Local CCP,Healthfirst Medicare Plan,"MANAGED HEALTH, INC.","Healthfirst, Inc.",4,Yes,No
2015,H3361,MA-PD,Local CCP,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",3,Yes,No
2015,H3362,MA-PD,Local CCP,Independent Health,"INDEPENDENT HEALTH ASSOCIATION, INC.","Independent Health Association, Inc.",4.5,Yes,No
2015,H3370,MA-PD,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE HMO, INC.","WellPoint, Inc.",3.5,Yes,No
2015,H3379,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",2.5,Yes,No
2015,H3384,MA-PD,Local CCP,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,4.5,No,No
2015,H3387,MA-PD,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",3.5,Yes,No
2015,H3388,MA-PD,Local CCP,CDPHP Medicare Choices,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.","Capital District Physicians' Health Plan, Inc.",5,No,No
2015,H3404,MA-PD,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,3.5,No,No
2015,H3421,MA-PD,PFFS,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",3,No,No
2015,H3447,MA-PD,Local CCP,Anthem HealthKeepers,"HEALTHKEEPERS, INC.","WellPoint, Inc.",3.5,Yes,No
2015,H3449,MA-PD,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,3.5,No,No
2015,H3456,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.","UnitedHealth Group, Inc.",3.5,Yes,No
2015,H3471,MA-PD,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",Health Alliance Medical Plans,Not enough data available,No,No
2015,H3480,MA-PD,Demo,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Plan too new to be measured,No,No
2015,H3503,MA-PD,1876 Cost,Heart of America Health Plan,SANFORD HEART OF AMERICA HEALTH PLAN,Sanford Health Plan,Not Applicable,No,No
2015,H3528,MA-PD,Local CCP,"ConnectiCare, Inc.","CONNECTICARE, INC.","EmblemHealth, Inc.",4,No,No
2015,H3533,MA-PD,Local CCP,"Humana Health Company of New York, Inc.","HUMANA HEALTH COMPANY OF NEW YORK, INC.",Humana Inc.,3.5,Yes,No
2015,H3536,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,"MATTHEW THORNTON HEALTH PLAN, INC.","WellPoint, Inc.",Not enough data available,No,No
2015,H3597,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (ME)",Aetna Inc.,4.5,No,No
2015,H3623,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH,  INC. (PA)",Aetna Inc.,3.5,No,No
2015,H3653,MA-PD,Local CCP,Paramount Elite,"PARAMOUNT CARE, INC.",Promedica Health System,4,No,No
2015,H3655,MA-PD,Local CCP,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,"WellPoint, Inc.",4,Yes,No
2015,H3659,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OHIO, INC.","UnitedHealth Group, Inc.",3.5,Yes,No
2015,H3660,MA-PD,Local CCP,SummaCare Medicare Advantage Plans,SUMMACARE INC.,Summa Health System,5,No,Yes
2015,H3664,MA-PD,Local CCP,PrimeTime Health Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,4.5,No,No
2015,H3668,MA-PD,Local CCP,MediGold,"MOUNT CARMEL HEALTH PLAN, INC.",CHE Trinity Health,4.5,No,No
2015,H3672,MA-PD,Local CCP,The Health Plan,HOMETOWN HEALTH PLAN,Health Plan of the Upper Ohio Valley,4,Yes,No
2015,H3706,MA-PD,Local CCP,Universal American Corp.,"TODAYS OPTIONS OF OKLAHOMA, INC.","Kinderhook Capital Fund III, L.P.",3.5,No,No
2015,H3708,MA-PD,Local CCP,Universal American Corp.,"SELECTCARE OF OKLAHOMA, INC.",Universal American Corp.,Not enough data available,Yes,No
2015,H3749,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OKLAHOMA, INC.","UnitedHealth Group, Inc.",3.5,No,No
